Unnamed: 0,target_role,Company,Package(P/A),Experince,Skills,Job_Description,Rating,Reviews,Location,Link-of-job
1561,Data Analyst,Gnani Innovations,Not disclosed,3-5 Yrs ,"['financial services', 'python', 'user acceptance', 'business solutions', 'data', 'analytics', 'data validation', 'gui testing']","Bachelor s degree / BTech preferably in Statistics, Economics, Math, Computer science, ...",4.0,8.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-gnani-ai-bangalore-bengaluru-3-to-5-years-160323501946
1563,Data Analyst,Globals Ites,Not disclosed,2-7 Yrs ,"['analytics', 'analytical', 'data', 'research', 'process', 'data analysis', 'monitoring', 'finance']",Working knowledge of Power BI . Ability to learn new software and technologies quickly ...,3.8,7.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-globals-inc-bangalore-bengaluru-2-to-7-years-120423500563
1564,Data Analyst,Arcadis Consulting India Pvt. Ltd,Not disclosed,3-7 Yrs ,"['Microsoft', 'Data analysis', 'Software testing', 'Hypothesis Testing', 'Data collection', 'Automation', 'Monitoring', 'SQL']","Build mathematical models in Python or R . Proficient in RDBMS - SQL . Plan, gather, an...",4.2,159.0,"Hyderabad/Secunderabad, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-analyst-arcadis-consulting-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-3-to-7-years-090623500389
1565,Data Analyst,Lynk,Not disclosed,2-3 Yrs ,"['management', 'analysis', 'data collection', 'sas', 'insurance', 'process improvement', 'sql', 'improvement']","Preferred education: BS in Mathematics, Economics, Computer Science, Information Manage...",3.3,102.0,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-analyst-lynk-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-3-years-060323501827
1567,Data Analyst,Mann+Hummel,Not disclosed,3-5 Yrs ,"['procurement', 'six sigma', 'lean', 'analysis', 'sap', 'process', 'six', 'transformation']","Previous experience in process improvement, business analysis or technology consulting .",3.8,229.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-mann-hummel-bangalore-bengaluru-3-to-5-years-250223500468
1568,Data Analyst,Trusting Social,Not disclosed,4-6 Yrs ,"['management', 'information management', 'reconciliation', 'telecom', 'sql', 'analysis', 'risk', 'data analysis']","Requirements . . . . Around 4 to 6 years of experience working as a Data Analyst, Repor...",3.8,6.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-trusting-social-bangalore-bengaluru-4-to-6-years-240223501915
1571,Data Analyst,Nextgrowth Labs,Not disclosed,1-4 Yrs ,"['analytics', 'data analysis', 'operations research', 'data', 'senior', 'research', 'sql', 'computer science']",Problem solver who can drive game changing growth by developing strong hypotheses and u...,,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-nextgrowth-labs-bangalore-bengaluru-1-to-4-years-300322500811
1572,Data Analyst,Alliances Galore,Not disclosed,1-3 Yrs ,"['Data', 'Data analysis', 'Data Analyst']","Managing master data, including creation, updates, and deletion. Managing users and use...",2.6,20.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-alliances-galore-private-limited-bangalore-bengaluru-1-to-3-years-290523500762
1574,Data Analyst,Brickwork Ratings (BWR),Not disclosed,3-5 Yrs ,"['Report Preparation', 'Data Maintenance', 'Advanced Excel', 'MIS Reporting', 'communication skills', 'MIS', 'Reporting', 'Data']",Immediate / early joiners will be preferred . Good communication skills,4.0,70.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-brickwork-ratings-bwr-bangalore-bengaluru-3-to-5-years-280423006289
1576,Data Analyst,Goalreify Ventures,Not disclosed,2-5 Yrs ,"['Intelligence', 'Data analysis', 'Analysis', 'Segmentation', 'Business intelligence', 'Data', 'Customer Segmentation', 'SIDE']",". Graduate degree in Computer Science, Statistics, Informatics, Information Systems or ...",4.8,5.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-goalreify-ventures-bangalore-bengaluru-2-to-5-years-270922501854
1577,Data Analyst,Goalreify Ventures,Not disclosed,1-2 Yrs ,"['Mathematics', 'Statistics', 'Modeling', 'Data analysis', 'Research', 'Data', 'Analysis', 'Data modeling']",". Bachelors degree or equivalent experience in quantative field (Statistics, Mathematic...",4.8,5.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-goalreify-ventures-bangalore-bengaluru-1-to-2-years-270922501852
1578,Data Analyst,Qcom,Not disclosed,3-5 Yrs ,"['Information management', 'Business process', 'Technology', 'Process', 'Analysis', 'SQL', 'Data', 'Management']","Bachelors Degree in Data Science, Data Analytics, Information Management, Computer Scie...",,,"Hyderabad/Secunderabad, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-analyst-qcom-hyderabad-secunderabad-bangalore-bengaluru-3-to-5-years-270323500439
1579,Data Analyst,"Quotient, Inc.",Not disclosed,1-3 Yrs ,"['html', 'product management', 'data', 'computer science', 'data mining', 'distribution', 'data management', 'distribution network']","Data Analyst Analytics Cincinnati, Ohio Description Position Summary You will be a key ...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-quotient-inc-bangalore-bengaluru-1-to-3-years-240320501476
1581,Data Analyst,Gnani Innovations,Not disclosed,3-5 Yrs ,"['analytics', 'user acceptance', 'data', 'acceptance testing', 'gui testing', 'data analysis', 'automation', 'finance']","Bachelor s degree / BTech preferably in Statistics, Economics, Math, Computer science, ...",4.0,8.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-gnani-innovations-bangalore-bengaluru-3-to-5-years-200323501979
1582,Data Analyst,Plansource,Not disclosed,1-5 Yrs ,"['Salesforce', 'Billing', 'Improvement', 'Analysis', 'Analytical', 'Data modeling', 'Data analysis', 'Data']",Provide weekly analytics and reporting to the operations leadership team on performance...,4.0,24.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-plansource-bangalore-bengaluru-1-to-5-years-190623500342
1584,Data Analyst,RDA Labs,Not disclosed,1-4 Yrs ,"['Routing', 'Business strategy', 'Database design', 'Data analysis', 'Power Bi', 'Design', 'Data', 'Query']",Experience with call tracking / routing preferredFamiliarity with query optimization an...,4.0,20.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-rdalabs-india-pvt-ltd-bangalore-bengaluru-1-to-4-years-170623500836
1585,Data Analyst,Plumhq,Not disclosed,2-3 Yrs ,"['ms office', 'insurance', 'collections', 'project', 'health', 'sql', 'health insurance', 'analysis']",The Customer Success Team at Plum relies on a variety of data points to deliver a delig...,3.6,14.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-plumhq-bangalore-bengaluru-2-to-3-years-170523501064
1588,Data Analyst,Cargill,Not disclosed,3-5 Yrs ,"['Data analysis', 'Auditing', 'Data mining', 'Risk assessment', 'Data modeling', 'Modeling', 'Analysis', 'Risk']",Bachelor s degree in a related field or equivalent experienceProvide analytics or work ...,4.3,818.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-cargill-business-services-india-private-limited-bangalore-bengaluru-3-to-5-years-160623905073
1589,Data Analyst,Semikart,Not disclosed,1-3 Yrs ,"['Excel', 'Data entry', 'Management', 'Data management', 'Analytical', 'Data analysis', 'MIS', 'Data']","Analytical Skills preferred. Good Communication & Comprehending Skills. VBA, Macro & Ba...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-semikart-bangalore-bengaluru-1-to-3-years-140623500657
1590,Data Analyst,NR Consulting,Not disclosed,7-11 Yrs ,"['Data', 'Software testing', 'SQL', 'Reporting', 'Report generation', 'Business intelligence', 'GCP', 'Intelligence']",. Bachelors Degree / Masters Degree in computer science or any engineering discipline ....,3.5,15.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-nr-consulting-bangalore-bengaluru-7-to-11-years-140623500180
1591,Data Analyst,Xtreme Management Solutions,Not disclosed,1-2 Yrs ,"['analytics', 'data analysis', 'process', 'artificial intelligence', 'data', 'coding', 'sql', 'analysis']",Required Skills: . Strong First Principles Problem Solver (https: / / jamesclear.com / ...,,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-xtreme-management-solutions-bangalore-bengaluru-1-to-2-years-130722500725
1592,Data Analyst,Nurture Software Solutions,Not disclosed,4-9 Yrs ,"['Analytics', 'Advanced Excel', 'Program', 'Revenue enhancement', 'Operations', 'Data', 'Excel', 'SQL']",Required abilities / competencies: . Strong problem solving and analytical skills . Abi...,1.6,35.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-nurture-software-solutions-pvt-ltd-bangalore-bengaluru-4-to-9-years-130623501399
1593,Data Analyst,Diverse Lynx,Not disclosed,5-7 Yrs ,"['basic', 'aws', 'power bi', 'scripting', 'senior', 'sql', 'bi', 'data']",Hands on experience on Data Visualization Tools like Power BI / AWS Quicksight. Good un...,3.6,148.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bangalore-bengaluru-5-to-7-years-100523501220
1594,Data Analyst,Xpheno,Not disclosed,3-6 Yrs ,"['analysis', 'intelligence', 'sql', 'dbms', 'data', 'data analysis', 'business intelligence', 'report writing']","Bachelors or Masters degree in Mathematics, Computer Science, Physics or Statistics . P...",3.4,94.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-xpheno-bangalore-bengaluru-3-to-6-years-100123500145
1595,Data Analyst,Multi Recruit,Not disclosed,2-4 Yrs ,"['python', 'excel', 'customer service', 'servicing', 'intelligence', 'data modeling', 'modeling', 'business development']","Roles and Responsibility . . . . Bachelors degree in Computer Science, Engineering, Ope...",4.5,14.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-multi-recruit-bangalore-bengaluru-2-to-4-years-100122500678
1596,Data Analyst,Rehoboth Academic Services,Not disclosed,2-7 Yrs ,"['analysis', 'content writing', 'reporting', 'excel', 'report writing', 'content', 'data analysis', 'sem']",Experience in analysing quantitative and qualitative data using various statistical tools,3.0,4.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-rehoboth-academic-services-bangalore-bengaluru-2-to-7-years-091120501120
1598,Data Analyst,Heptarc Technology Solution,Not disclosed,2-5 Yrs ,"['Assurance', 'Reporting', 'Data analysis', 'Management', 'Data warehousing', 'Cleansing', 'Quality assurance', 'Report generation']","Managing master data, including creation, updates, and deletion. Managing users and use...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-heptarc-technology-solution-bangalore-bengaluru-2-to-5-years-080623502193
1599,Data Analyst,Decisionattic,Not disclosed,1-4 Yrs ,"['Power Bi', 'Data Visualization', 'Modeling', 'Data analysis', 'Extraction', 'Data extraction', 'Data', 'Dax']","Roles and Responsibilities Using statistical tools to identify, analyze, and interpret ...",,,"Hybrid - Bangalore/ Bengaluru, Karnataka",https://www.naukri.com/job-listings-data-analyst-decisionattic-bangalore-bengaluru-karnataka-1-to-4-years-080623008478
1600,Data Analyst,Persolkelly India,Not disclosed,3-5 Yrs ,"['Analytics', 'Coding', 'Powerpoint', 'Data', 'Information technology', 'Unix', 'Bi', 'Mathematics']",Knowledge & Experience 3-5 years experience in Analytics and Reporting 2 Years experien...,4.1,59.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-persolkelly-bangalore-bengaluru-3-to-5-years-070623501457
1601,Data Analyst,First American,Not disclosed,3-4 Yrs ,"['Application', 'Analysis', 'SQL', 'Oracle', 'Back office', 'Data', 'Application support', 'Data analysis']",Knowledge and experience of working in business intelligence tool Apptio is must Ready ...,3.9,1040.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-first-american-india-pvt-ltd-bangalore-bengaluru-3-to-4-years-060623501034
1602,Data Analyst,M3 (eu) Ltd,Not disclosed,5-7 Yrs ,"['ms office', 'quanvert', 'project', 'marketing', 'analytical', 'process', 'analytics', 'data']",Reporting Structure Will be reporting to the Team Leader . Communication should be good...,3.2,2.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-m3-eu-ltd-bangalore-bengaluru-5-to-7-years-040423500015
1603,Data Analyst,Capital Placement Services,Not disclosed,2-4 Yrs ,"['analysis', 'sql', 'computer', 'research', 'market research', 'digital', 'python', 'data']","Experience in conceptualizing, templating, and transforming traditional reports to anal...",,,"New Delhi, Hyderabad/Secunderabad, Gurgaon/Gurugram",https://www.naukri.com/job-listings-data-analyst-capital-placement-services-new-delhi-hyderabad-secunderabad-gurgaon-gurugram-2-to-4-years-140621500037
1604,Data Analyst,Nichepro Technologies,Not disclosed,4-5 Yrs ,"['CRM', 'Staffing', 'Adobe', 'MS Access', 'Access', 'Cisco', 'Supply', 'Data analysis']",". Proficient in Advance Microsoft excel, (Power Pivot, Power Query) and Modeling Knowle...",3.1,9.0,Noida,https://www.naukri.com/job-listings-data-analyst-nichepro-technologies-pvt-ltd-noida-4-to-5-years-060623500043
1605,Data Analyst,TMD - The Modern Dimension,Not disclosed,3-8 Yrs ,"['R', 'Tableau', 'Power Bi', 'SQL Server', 'Data analysis', 'Oracle', 'Intelligence', 'Serv']",Responsibilities . Building advanced workflows using Alteryx . 3 years- experience in a...,3.9,2.0,"New Delhi, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-analyst-tmd-the-modern-dimension-new-delhi-bangalore-bengaluru-3-to-8-years-300821501009
1607,Data Analyst,Goalreify Ventures,Not disclosed,2-5 Yrs ,"['Data', 'Reporting', 'Business reporting', 'Data analysis', 'Management', 'Data Analyst']",Bachelor s / Master s degree . 2 Years of Experience as Data Analyst . Ability to colla...,4.8,5.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-goalreify-ventures-bangalore-bengaluru-2-to-5-years-270922501853
1608,Data Analyst,Thompsons Hr Consulting,Not disclosed,2-7 Yrs ,"['data', 'ssrs', 'visual studio', 'studio', 'xml', 'visual', 'sql', 'javascript']","Bachelor s degree in Information Systems, Business, or equivalent Required skills Progr...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-thompsons-hr-consulting-bangalore-bengaluru-2-to-7-years-250422500932
1609,Data Analyst,Varite,Not disclosed,2-5 Yrs ,"['Documents', 'Lean', 'Lean manufacturing', 'Backup management', 'Management', 'Documentation', 'Data analysis', 'Analysis']",An innovative document manager with superior analytical abilities and preferred experie...,3.7,115.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-varite-bangalore-bengaluru-2-to-5-years-241222500009
1610,Data Analyst,Etomate Technology,Not disclosed,1-4 Yrs ,"['analytics', 'data analysis', 'process', 'data', 'integration', 'process automation', 'crm', 'intelligence']","Should score at least 8 out of Macros not a must . Age, Qualification, Experience: As l...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-etomate-technology-llp-bangalore-bengaluru-1-to-4-years-240322502079
1611,Data Analyst,Diverse Lynx,Not disclosed,1-5 Yrs ,"['data', 'quality management', 'quality', 'management', 'sql', 'data profiling', 'assurance', 'data analysis']",Experience in analyzing existing tools and databases and provide software solution reco...,3.6,148.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bangalore-bengaluru-1-to-5-years-220222501324
1612,Data Analyst,Cityinfo Services,Not disclosed,15-18 Yrs ,"['excel', 'marketing', 'data mining', 'analytical', 'analytics', 'performance', 'consulting', 'data analysis']","Bachelors degree from an accredited college or university, preferably in mathematics, s...",4.6,24.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-cityinfo-services-pvt-ltd-bangalore-bengaluru-15-to-18-years-210622501601
1614,Data Analyst,Acme Services,Not disclosed,2-5 Yrs ,"['Data', 'Interpersonal Skill', 'Analysis', 'Technology management', 'Data quality', 'DBMS', 'Management', 'Business analysis']","Business Analysts conduct market analyses, analysing both product lines and the overall...",4.8,28.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-acme-services-bangalore-bengaluru-2-to-5-years-210223503742
1615,Data Analyst,Add On It Systems,Not disclosed,3-4 Yrs ,"['rdbms', 'sql', 'pdf', 'data analysis', 'operating', 'data', 'microsoft', 'operating systems']",1. Good in SQL 2. Experience with Python 3. Comfortable working with large datasets 4. ...,,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-add-on-it-systems-bangalore-bengaluru-3-to-4-years-200822500571
1616,Data Analyst,Canalys,Not disclosed,4-9 Yrs ,"['python', 'electronics', 'marketing', 'networking', 'workflow', 'consulting', 'data analysis', 'data']",Experience in web scraping or managing web scraping workflow is a plus Qualification an...,,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-canalys-bangalore-bengaluru-4-to-9-years-200722501934
1618,Data Analyst,Demos Project,Not disclosed,3-5 Yrs ,"['report generation', 'generation', 'data', 'data analysis', 'reporting', 'Data Analyst']",Required Qualifications: . . Work experience of at least 1 year as a data analyst or bu...,,,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-analyst-demos-project-pvt-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-5-years-170123501369
1619,Data Analyst,CAMSDATA,Not disclosed,2-8 Yrs ,"['excel', 'analytics', 'tableau', 'sql', 'data', 'data analysis', 'google analytics', 'query']",Experience in automating Data extraction and insertion of data to MIS using Python Real...,3.8,26.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-camsdata-technologies-india-pvt-ltd-bangalore-bengaluru-2-to-8-years-160822501643
1620,Data Analyst,Target,Not disclosed,2-4 Yrs ,"['PLSQL', 'Data analysis', 'Data', 'Scripting', 'Econometrics', 'SCALA', 'GIT', 'Logistic regression']",Hands on experience in object oriented or functional programming such as Scala /or Pyth...,4.4,453.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-target-corporation-india-pvt-ltd-bangalore-bengaluru-2-to-4-years-160623501209
1621,Data Analyst,Lobotus Technology Private Limited,Not disclosed,3-5 Yrs ,"['data analysis', 'leveling', 'process', 'data', 'target', 'excel', 'english language', 'english']",To achieve the target on daily basis or as when required To verify data from source doc...,3.5,12.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-lobotus-technology-private-limited-bangalore-bengaluru-3-to-5-years-160518500528
1622,Data Analyst,Fashalot,Not disclosed,2-7 Yrs ,"['data mining', 'analytics', 'management', 'sql', 'general management', 'data', 'technical', 'data analysis']","2+ years of experience as a data analystExperience in data extraction, analysis, and vi...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-fashalot-bangalore-bengaluru-2-to-7-years-141222502421
1623,Data Analyst,Andor Tech,Not disclosed,5-9 Yrs ,"['Documentation', 'Data Visualization', 'Hadoop', 'Agile', 'Project documentation', 'Software design', 'Development', 'Design']","Strong SQL, Hadoop, and some data visualization (possibly Tableau) Strong communication...",3.0,27.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-andor-tech-india-pvt-ltd-bangalore-bengaluru-5-to-9-years-131222501000
1624,Data Analyst,Skillety,Not disclosed,3-5 Yrs ,"['operations research', 'data', 'microsoft', 'marketing', 'research', 'market research', 'sql', 'project delivery']","Candidate should be well versed in executing statistical models on Regression, Ancova, ...",3.2,5.0,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-analyst-skillety-pune-gurgaon-gurugram-bangalore-bengaluru-3-to-5-years-131222500136
1625,Data Analyst,Skillety,Not disclosed,3-5 Yrs ,"['market research', 'sql', 'research', 'analysis', 'marketing', 'project', 'data analysis', 'operations research']","Candidate should be well versed in executing statistical models on Regression, Ancova, ...",3.2,5.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-skillety-bangalore-bengaluru-3-to-5-years-131222500133
1626,Data Analyst,Talent Corner Hr Services,10-12 Lacs PA,2-4 Yrs ,"['Power Bi', 'Tableau', 'python', 'data analysis', 'bi', 'data', 'qlik']","Should be Experienced in SQL, data management, and scripting (preferably Python)Roles a...",,,"Hybrid - Chennai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-analyst-talent-corner-hr-services-chennai-bangalore-bengaluru-2-to-4-years-120523609399
1627,Data Analyst,Laundryheap Limited,Not disclosed,6-8 Yrs ,"['data analysis', 'data', 'Data Analyst']","Managing master data, including creation, updates, and deletion. Managing users and use...",3.9,6.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-laundryheap-limited-bangalore-bengaluru-6-to-8-years-110523500928
1628,Data Analyst,Skillety,Not disclosed,5-9 Yrs ,"['data analysis', 'data', 'warehouse', 'data warehousing', 'staffing', 'sql', 'Data Analyst']","Managing master data, including creation, updates, and deletion.Managing users and user...",3.2,5.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-skillety-bangalore-bengaluru-5-to-9-years-110523500795
1632,Data Analyst,Xpheno,Not disclosed,2-4 Yrs ,"['management', 'continuous improvement', 'lean', 'data mining', 'business operations', 'improvement', 'operations', 'analytics']",Work experience is preferred (2-4 years) Experience in direct-to-customer fulfillment o...,3.4,94.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-xpheno-bangalore-bengaluru-2-to-4-years-100123500067
1634,Data Analyst,Mm Staffing & Career Consultants,Not disclosed,5-7 Yrs ,"['management', 'data management', 'analytical', 'xml', 'sql', 'analysis', 'automation', 'analytics']",5 to 7 years of proven working experience as a Data Analyst or Business Data Analyst Go...,,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-mm-staffing-career-consultants-private-limited-bangalore-bengaluru-5-to-7-years-081222503253
1635,Data Analyst,Novotree Minds Consulting,Not disclosed,2-5 Yrs ,"['management', 'business analysis', 'project management', 'business intelligence', 'problem solving', 'sql', 'advanced excel', 'data']","The ideal candidate will have a strong background in data analysis, including experienc...",4.0,8.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-novotree-minds-consulting-pvt-ltd-bangalore-bengaluru-2-to-5-years-081021500061
1636,Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,Not disclosed,2-5 Yrs ,"['analytics', 'analytical', 'data', 'data analysis', 'office', 'ms office', 'microsoft', 'Advanced']",Graduate in the analytical fields with strong academic credentials Excellent written an...,4.5,11.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-q-dat-it-solutions-pvt-ltd-bangalore-bengaluru-2-to-5-years-070918500889
1637,Data Analyst,Nurture Software Solutions,Not disclosed,3-6 Yrs ,"['Quality management', 'Analytical', 'Analytics', 'Data', 'Control', 'Management', 'Data analysis', 'Quality']",Gather user requirements for new reports and enhance existing reports. Interpret needs ...,1.6,35.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-nurture-software-solutions-pvt-ltd-bangalore-bengaluru-3-to-6-years-060623500069
1638,Data Analyst,V Align Technologies,Not disclosed,1-2 Yrs ,"['statistics', 'data', 'data analysis', 'analysis', 'Data Analyst']",4 Data Analyst Candidates with 1 to 2 years’ experience statistical data analysis. Grad...,4.0,5.0,Bengaluru,https://www.naukri.com/job-listings-data-analyst-v-align-technologies-bengaluru-bangalore-1-to-2-years-050219500287
1640,Data Analyst,HyreFox Consultants Pvt Ltd,Not disclosed,3-8 Yrs ,"['tools', 'process improvement', 'sql', 'process', 'analysis', 'improvement', 'intelligence', 'business strategy']",. Identify the facts in data and understanding and managing a range of analytical and M...,3.7,20.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-hyrefox-consultants-pvt-ltd-bangalore-bengaluru-3-to-8-years-040722502138
1641,Data Analyst,Travel Centric Technology,Not disclosed,2-7 Yrs ,"['data collection', 'data mapping', 'analysis', 'excel', 'sql', 'data', 'information technology', 'data analysis']",2 years relevant experience in Data Mapping Good knowledge in SQL and Excel,4.2,2.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-travel-centric-technology-bangalore-bengaluru-2-to-7-years-040322500902
1642,Data Analyst,Kaleidofin,Not disclosed,2-7 Yrs ,"['data', 'management', 'business intelligence', 'modeling', 'data management', 'sql', 'sdlc', 'analysis']","Hands-on experience in SQL, data management, and scripting (preferably Python)Experienc...",3.2,15.0,"Chennai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-analyst-kaleidofin-chennai-bangalore-bengaluru-2-to-7-years-040123502447
1643,Data Analyst,Bsharp,Not disclosed,1-3 Yrs ,"['usage', 'management', 'data', 'data analysis', 'user management', 'Data Analyst']",0 to 6 months of work experience . . Non-Engineering Bachelors degree . Call out for sp...,3.6,4.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-bsharp-sales-enablers-bangalore-bengaluru-1-to-3-years-021122501027
1645,Data Analyst,Conversenow,Not disclosed,1-1 Yrs ,"['customer support', 'analytics', 'sql', 'data analysis', 'subject', 'scheduling', 'hospitality', 'data']","As a Data Analyst, you will be responsible for improving and maintaining Looker within ...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-conversenow-ai-bangalore-bengaluru-1-to-1-years-011222500846
1647,Data Analyst,Saama Technologies,Not disclosed,4-8 Yrs ,"['aws', 'data analysis', 'etl', 'software testing', 'data', 'sql', 'Testing']",Experience in conducting workshops with Customers to understand the requirements . Good...,3.8,210.0,Pune,https://www.naukri.com/job-listings-data-analyst-saama-technologies-india-pvt-ltd-pune-4-to-8-years-250821500968
1648,Data Analyst,IndiaMART,Not disclosed,2-5 Yrs ,"['python', 'management', 'reporting', 'reconciliation', 'sql', 'tableau', 'data analysis', 'management reporting']",. . . BTech from a reputed organization with min 2 years of experience Undertake analys...,3.7,2971.0,Noida,https://www.naukri.com/job-listings-data-analyst-indiamart-intermesh-ltd-noida-2-to-5-years-101222500222
1666,Senior Data Analyst,XA Group,Not disclosed,3-5 Yrs ,"['Performance testing', 'Performance', 'Senior', 'Scripting', 'Data analysis', 'Analysis', 'Metadata', 'Data']","You will be responsible to manage not only the training data, but also the hold-out dat...",3.5,6.0,Remote,https://www.naukri.com/job-listings-senior-data-analyst-xa-group-remote-3-to-5-years-310523502032
1667,Senior Data Analyst,Seven Consultancy (HR Solution),Not disclosed,3-4 Yrs ,"['analysis', 'sql', 'process improvement', 'data', 'xml', 'sas', 'spss', 'data mining']",1. We are looking for a passionate certified Data Analyst. The successful candidate wil...,4.0,3.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-senior-data-analyst-seven-consultancy-hr-solution-hyderabad-secunderabad-3-to-4-years-290322500328
1668,Senior Data Analyst,Sicuremi Healthcare Technologies,Not disclosed,4-7 Yrs ,"['management', 'mathematics', 'data', 'administration', 'business administration', 'analytical', 'data modeling', 'technology']",Communicate and present data to the management team by developing reports. Qualificatio...,,,Delhi,https://www.naukri.com/job-listings-senior-data-analyst-sicuremi-healthcare-technologies-delhi-4-to-7-years-280619500239
1669,Senior Data Analyst,Sea And Beyond,Not disclosed,4-5 Yrs ,"['data', 'senior', 'Senior Data Analyst']",Minimum Graduate with 4 years of experience in a Shipping company . Should have at leas...,,,Remote,https://www.naukri.com/job-listings-senior-data-analyst-sea-and-beyond-remote-4-to-5-years-280323501228
1671,Senior Data Analyst,Bairesdev Llc,Not disclosed,5-7 Yrs ,"['analytics', 'data', 'programming', 'program', 'business statistics', 'process', 'data analysis', 'analysis']","5+ years of experience working with analytics, BI, statistics, or any other related are...",,,Remote,https://www.naukri.com/job-listings-senior-data-analyst-bairesdev-llc-remote-5-to-7-years-230323500190
